longitude,time,humidity,temperature,windspeed,soundvalue,lux,distance,latitude
7.575517, 4:33:48,77,6,0.4,232,1,0,51.975017
7.575517, 4:33:53,0,0,0.2,149,1,0,51.975017
7.575517, 4:33:53,77,6,0.2,149,1,0,51.975017
7.575517, 4:33:58,0,0,0.3,179,1,0,51.975017
7.575517, 4:33:58,77,6,0.3,179,1,0,51.975002
7.57547, 4:34:3,0,0,0.3,93,1,0,51.975002
7.57547, 4:34:3,77,6,0.3,93,1,0,51.974979
7.575493, 4:34:8,0,0,0.01,114,1,0,51.974979
7.575493, 4:34:8,77,6,0.01,114,1,0,51.974967
7.575521, 4:34:13,0,0,0.11,169,1,0,51.974967
7.575521, 4:34:13,77,6,0.11,169,1,0,51.974964
7.575545, 4:34:18,0,0,0.11,194,1,0,51.974964
7.575545, 4:34:18,77,6,0.11,194,1,0,51.974964
7.575545, 4:34:23,0,0,0.2,196,1,0,51.974964
7.575545, 4:34:23,77,6,0.2,196,1,0,51.974964
7.575545, 4:34:28,0,0,0.2,173,1,0,51.974964
7.575545, 4:34:28,77,6,0.2,173,1,0,51.974964
7.575545, 4:34:33,0,0,0.3,135,1,0,51.974964
7.575545, 4:34:33,77,6,0.3,135,1,0,51.974956
